Number,Name,Designation,Category,Components,Absolute Magnitute,Quality Code for Best Images,NASA Link
Planet 1,Mercury,,Planet,1.0,-0.613,5.0,https://science.nasa.gov/mercury/
Planet 2,Venus,,Planet,1.0,-4.38,5.0,https://science.nasa.gov/venus/
Planet 4,Mars,,Planet,1.0,-1.6,5.0,https://science.nasa.gov/mars/
,,,,,,,
Earth 1,Moon,,Moon,1.0,-0.08,5.0,https://science.nasa.gov/moon/
Mars 1,Phobos,,Moon,1.0,11.8,,https://science.nasa.gov/mars/moons/phobos/
Mars 2,Deimos,,Moon,1.0,12.89,,https://science.nasa.gov/mars/moons/deimos/
Jupiter 1,Io,,Moon,1.0,-1.67,3.0,https://science.nasa.gov/jupiter/moons/io/
Jupiter 2,Europa,,Moon,1.0,-1.44,3.0,https://science.nasa.gov/jupiter/moons/europa/
Jupiter 3,Ganymede,,Moon,1.0,-2.1,4.0,https://science.nasa.gov/jupiter/moons/ganymede/
Jupiter 4,Callisto,,Moon,1.0,-0.99,4.0,https://science.nasa.gov/jupiter/moons/callisto/
Saturn 0,Saturn’s rings,,Moon,1.0,,,https://science.nasa.gov/saturn/facts/
Saturn 2,Enceladus,,Moon,1.0,2.1,,https://science.nasa.gov/saturn/moons/enceladus/
Saturn 3,Tethys,,Moon,1.0,0.73,,https://science.nasa.gov/saturn/moons/tethys/
Saturn 4,Dione,,Moon,1.0,0.75,,https://science.nasa.gov/saturn/moons/dione/
Saturn 5,Rhea,,Moon,1.0,0.09,,https://science.nasa.gov/saturn/moons/rhea/
Saturn 6,Titan,,Moon,1.0,-1.3,,https://science.nasa.gov/saturn/moons/titan/
Saturn 8,Iapetus,,Moon,1.0,1.79,,https://science.nasa.gov/saturn/moons/iapetus/
,,,,,,,
1P,Halley,P/1758 Y1,Comet,1.0,4.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1P
2P,Encke,P/1786 B1,Comet,1.0,11.5,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2P
8P,Tuttle,P/1790 A2,Comet,1.0,8.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=8P
26P,Grigg-Skjellerup,P/1902 O1,Comet,1.0,12.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=26P
41P,Tuttle-Giacobini-Kresak,P/1858 J1,Comet,1.0,10.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=41P
45P,Honda-Mrkos-Pajdusakova,P/1948 X1,Comet,1.0,13.5,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=45P
46P,Wirtanen,P/1948 A1,Comet,1.0,14.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=46P
73P-B,Schwassmann-Wachmann 3-B,,Comet,1.0,9.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=73P-B
73P-C,Schwassmann-Wachmann 3-C,,Comet,1.0,9.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=73P-C
103P,Hartley 2,P/1986 E2,Comet,1.0,8.5,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=103P
209P,LINEAR,P/2004 CB,Comet,1.0,17.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=209P
289P,Blanpain,P/1819 W1,Comet,1.0,19.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=289P
300P,Catalina,P/2005 JQ5,Comet,1.0,16.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=300P
,IRAS-Araki-Alcock,C/1983 H1,Comet,1.0,,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=C%2F1983%20H1
,Sugano-Saigusa-Fujikawa,C/1983 J1,Comet,1.0,,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=C%2F1983%20J1
,Machholz,C/2004 Q2,Comet,1.0,,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=C%2F2004%20Q2
,Catalina,C/2013 UQ4,Comet,1.0,,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=C%2F2013%20UQ4
,,,,,,,
1,Ceres,A801 AA,MBA,1.0,3.33,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Ceres
2,Pallas,A802 FA,MBA,1.0,4.1,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Pallas
3,Juno,A804 RA,MBA,1.0,5.18,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Juno
4,Vesta,A807 FA,MBA,1.0,3.25,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Vesta
5,Astraea,A845 XA,MBA,1.0,6.99,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Astraea
7,Iris,A847 PA,MBA,1.0,5.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Iris
8,Flora,A847 UA,MBA,1.0,6.61,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Flora
9,Metis,A848 HA,MBA,1.0,6.34,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Metis
12,Victoria,A850 RA,MBA,1.0,7.3,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=12
13,Egeria,A850 VA,MBA,1.0,6.91,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=13
14,Irene,A851 KA,MBA,1.0,6.55,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=14
15,Eunomia,A851 OA,MBA,1.0,5.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=15
16,Psyche,A852 FA,MBA,1.0,6.21,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=16
19,Fortuna,A852 QA,MBA,1.0,7.5,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=19
22,Kalliope,A852 WA,MBA,1.0,6.81,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=22
23,Thalia,A852 XA,MBA,1.0,7.17,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=23
25,Phocaea,A853 GB,MBA,1.0,7.88,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=25
28,Bellona,A854 EA,MBA,1.0,7.26,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=28
31,Euphrosyne,A854 RA,MBA,1.0,6.86,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=31
36,Atalante,A855 TA,MBA,1.0,8.58,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=36
38,Leda,A856 AA,MBA,1.0,8.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=38
41,Daphne,A856 KA,MBA,1.0,7.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=41
44,Nysa,A857 KA,MBA,1.0,6.75,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=44
46,Hestia,A857 QA,MBA,1.0,8.55,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=46
50,Virginia,A857 TA,MBA,1.0,9.47,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=50
51,Nemausa,A858 BA,MBA,1.0,7.75,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=51
53,Kalypso,A858 GA,MBA,1.0,8.92,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=53
54,Alexandra,A858 RA,MBA,1.0,7.99,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=54
56,Melete,A857 RB,MBA,1.0,8.57,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=56
59,Elpis,A860 RA,MBA,1.0,8.13,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=59
60,Echo,A860 RB,MBA,1.0,8.65,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=60
64,Angelina,A861 EA,MBA,1.0,7.8,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=64
66,Maja,A861 GA,MBA,1.0,9.51,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=66
69,Hesperia,A861 HC,MBA,1.0,7.23,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=69
71,Niobe,A861 PA,MBA,1.0,7.24,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=71
80,Sappho,A864 JA,MBA,1.0,8.07,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=80
83,Beatrix,A865 HA,MBA,1.0,8.75,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=83
85,Io,A865 SA,MBA,1.0,7.96,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=85
88,Thisbe,A866 LA,MBA,1.0,7.3,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=88
89,Julia,A866 PA,MBA,1.0,6.37,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=89
91,Aegina,A866 VA,MBA,1.0,9.15,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=91
97,Klotho,A868 DB,MBA,1.0,7.84,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=97
101,Helena,A868 PA,MBA,1.0,8.42,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=101
105,Artemis,A868 SA,MBA,1.0,8.75,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=105
109,Felicitas,A869 TA,MBA,1.0,9.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=109
110,Lydia,A870 HA,MBA,1.0,7.88,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=110
111,Ate,A870 PA,MBA,1.0,8.24,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=111
114,Kassandra,A871 OA,MBA,1.0,8.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=114
127,Johanna,A872 VB,MBA,1.0,8.57,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=127
128,Nemesis,A872 WA,MBA,1.0,7.7,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=128
135,Hertha,A874 DA,MBA,1.0,8.37,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=135
137,Meliboea,A874 HA,MBA,1.0,8.37,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=137
139,Juewa,A874 TA,MBA,1.0,8.06,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=139
140,Siwa,A874 TB,MBA,1.0,8.52,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=140
141,Lumen,A875 AA,MBA,1.0,8.4,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=141
144,Vibilia,A875 LA,MBA,1.0,8.12,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=144
145,Adeona,A875 LB,MBA,1.0,8.45,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=145
161,Athor,A876 HA,MBA,1.0,9.35,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=161
164,Eva,A876 NA,MBA,1.0,8.81,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=164
165,Loreley,A876 PA,MBA,1.0,7.82,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=165
182,Elsa,A878 CC,MBA,1.0,9.15,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=182
192,Nausikaa,A879 DA,MBA,1.0,7.21,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=192
194,Prokne,A879 FA,MBA,1.0,7.87,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=194
198,Ampella,A879 LA,MBA,1.0,8.56,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=198
211,Isolda,A879 XA,MBA,1.0,8.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=211
212,Medea,A880 CA,MBA,1.0,8.51,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=212
216,Kleopatra,A880 GB,MBA,1.0,7.11,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=216
219,Thusnelda,A880 SA,MBA,1.0,9.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=219
220,Stephania,A881 KA,MBA,1.0,11.24,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=220
224,Oceana,A882 FA,MBA,1.0,8.74,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=224
225,Henrietta,A882 HA,MBA,1.0,8.83,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=225
246,Asporina,A885 EA,MBA,1.0,8.66,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=246
247,Eukrate,A885 EB,MBA,1.0,8.19,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=247
253,Mathilde,A885 VA,MBA,1.0,10.38,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=253
266,Aline,A887 KA,MBA,1.0,8.76,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=266
270,Anahita,A887 TA,MBA,1.0,8.92,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=270
288,Glauke,A890 DA,MBA,1.0,9.9,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=288
313,Chaldaea,A891 QB,MBA,1.0,9.21,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=313
324,Bamberga,A892 DA,MBA,1.0,7.23,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=324
325,Heidelberga,A892 EA,MBA,1.0,8.96,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=325
335,Roberta,A892 RB,MBA,1.0,9.13,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=335
336,Lacadiera,A892 SA,MBA,1.0,10.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=336
347,Pariana,A892 WD,MBA,1.0,9.02,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=347
354,Eleonora,A893 BC,MBA,1.0,6.15,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=354
359,Georgia,A893 ED,MBA,1.0,9.45,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=359
363,Padua,A893 FD,MBA,1.0,9.07,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=363
377,Campania,A893 SD,MBA,1.0,9.14,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=377
393,Lampetia,A894 VC,MBA,1.0,8.46,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=393
404,Arsinoe,A895 MA,MBA,1.0,9.13,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=404
405,Thia,A895 OB,MBA,1.0,8.86,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=405
407,Arachne,A895 TB,MBA,1.0,9.19,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=407
413,Edburga,A896 AA,MBA,1.0,10.08,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=413
429,Lotis,A897 WB,MBA,1.0,10.04,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=429
434,Hungaria,A898 RB,MBA,1.0,11.24,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=434
444,Gyptis,A899 FA,MBA,1.0,8.08,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=444
455,Bruchsalia,A900 KC,MBA,1.0,8.96,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=455
463,Lola,A900 UK,MBA,1.0,11.78,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=463
476,Hedwig,A901 QB,MBA,1.0,8.71,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=476
488,Kreusa,A902 MC,MBA,1.0,7.88,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=488
497,Iva,A902 VB,MBA,1.0,9.83,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=497
505,Cava,A902 QA,MBA,1.0,8.77,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=505
521,Brixia,A904 AE,MBA,1.0,8.63,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=521
524,Fidelio,A904 ED,MBA,1.0,9.86,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=524
532,Herculina,A904 HE,MBA,1.0,5.92,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=532
554,Peraga,A905 AE,MBA,1.0,9.31,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=554
572,Rebekka,A905 SF,MBA,1.0,10.95,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=572
622,Esther,A906 VN,MBA,1.0,10.34,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=622
654,Zelinda,A908 AM,MBA,1.0,8.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=654
678,Fredegundis,A909 BQ,MBA,1.0,9.39,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=678
690,Wratislavia,A909 UE,MBA,1.0,8.17,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=690
704,Interamnia,A910 TC,MBA,1.0,6.35,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=704
712,Boliviana,A911 FF,MBA,1.0,8.61,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=712
758,Mancunia,A912 KB,MBA,1.0,8.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=758
771,Libera,A913 WB,MBA,1.0,10.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=771
779,Nina,A914 BH,MBA,1.0,7.98,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=779
785,Zwetana,A914 FD,MBA,1.0,9.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=785
914,Palisana,A919 NC,MBA,1.0,9.12,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=914
1089,Tama,1927 WB,MBA,1.0,11.64,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1089
1139,Atami,1929 XE,MBA,2.0,12.58,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1139
1963,Bezovec,1975 CB,MBA,1.0,11.06,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1963
2035,Stearns,1973 SC,MBA,1.0,12.43,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2035
,,,,,,,
433,Eros,A898 PA,NEA,1.0,10.41,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=433
1036,Ganymed,A924 UB,NEA,1.0,9.26,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Ganymed
1566,Icarus,1949 MA,PHA,1.0,16.55,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1566
1580,Betulia,1950 KA,NEA,1.0,14.69,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1580
1620,Geographos,1951 RA,PHA,1.0,15.27,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1620
1627,Ivar,1929 SH,NEA,1.0,12.84,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1627
1685,Toro,1948 OA,NEA,1.0,14.28,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1685
1862,Apollo,1932 HA,PHA,2.0,16.08,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1862
1864,Daedalus,1971 FA,NEA,1.0,14.86,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1864
1866,Sisyphus,1972 XA,NEA,2.0,12.51,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1866
1915,Quetzalcoatl,1953 EA,NEA,1.0,18.38,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1915
1917,Cuyo,1968 AA,NEA,1.0,14.41,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1917
1943,Anteros,1973 EC,NEA,1.0,15.7,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1943
1981,Midas,1973 EA,PHA,1.0,15.28,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=1981
2061,Anza,1960 UA,NEA,1.0,16.7,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2061
2062,Aten,1976 AA,NEA,1.0,17.11,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2062
2063,Bacchus,1977 HB,NEA,1.0,17.21,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2063
2100,Ra-Shalom,1978 RA,NEA,1.0,16.23,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2100
2101,Adonis,1936 CA,PHA,1.0,18.72,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2101
2102,Tantalus,1975 YA,PHA,1.0,16.0,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2102
2201,Oljato,1947 XC,PHA,1.0,15.36,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2201
2340,Hathor,1976 UA,PHA,1.0,20.43,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=2340
3103,Eger,1982 BB,NEA,1.0,15.31,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3103
3122,Florence,1981 ET3,PHA,3.0,14.1,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=Florence
3199,Nefertiti,1982 RA,NEA,1.0,15.03,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3199
3200,Phaethon,1983 TB,PHA,1.0,14.4,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3200
3752,Camillo,1985 PA,NEA,1.0,15.18,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3752
3757,Anagolay,1982 XB,PHA,1.0,19.02,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3757
3908,Nyx,1980 PA,NEA,1.0,17.45,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=3908
4034,Vishnu,1986 PA,PHA,1.0,18.49,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4034
4179,Toutatis,1989 AC,PHA,1.0,15.3,5.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4179
4183,Cuno,1959 LM,PHA,1.0,14.17,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4183
4450,Pan,1987 SY,PHA,1.0,17.28,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4450
4486,Mithra,1987 SB,PHA,1.0,15.61,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4486
4544,Xanthus,1989 FB,NEA,1.0,17.38,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4544
4581,Asclepius,1989 FC,PHA,1.0,20.74,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4581
4660,Nereus,1982 DB,PHA,1.0,18.75,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4660
4769,Castalia,1989 PB,PHA,1.0,17.46,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=4769
5143,Heracles,1991 VL,NEA,2.0,14.06,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=5143
5381,Sekhmet,1991 JY,NEA,2.0,16.72,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=5381
5604,,1992 FE,PHA,1.0,17.38,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=5604
5660,,1974 MA,NEA,1.0,15.43,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=5660
6063,Jason,1984 KB,NEA,1.0,16.02,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=6063
6178,,1986 DA,NEA,1.0,15.72,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=6178
6239,Minos,1989 QF,PHA,1.0,18.61,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=6239
6489,Golevka,1991 JX,PHA,1.0,19.22,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=6489
7335,,1989 JA,PHA,1.0,17.7,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=7335
7341,,1991 VK,PHA,1.0,16.96,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=7341
7753,,1988 XB,PHA,1.0,18.02,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=7753
7888,,1993 UC,NEA,2.0,15.19,3.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=7888
7889,,1994 LX,NEA,1.0,15.32,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=7889
8014,,1990 MF,PHA,1.0,18.88,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=8014
8201,,1994 AH2,NEA,1.0,15.95,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=8201
8567,,1996 HW1,NEA,1.0,15.36,4.0,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=8567
9856,,1991 EE,PHA,1.0,17.11,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=9856
10145,,1994 CK1,NEA,1.0,17.0,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=10145
10636,,1998 QK56,NEA,1.0,17.7,,https://ssd.jpl.nasa.gov/tools/sbdb_lookup.html#/?sstr=10636
